pet_name,pet_gender,pet_age,location,link,pet_breed,pet_color,pet_id,pet_hair,pet_rescue,pet_address,Spayed,Neutered,Spayed / Neutered,Shots Up to Date,Has Special Needs,Declawed,Not Good with Kids,Good with Kids,House-trained,Good with Cats,Not Good with Cats,Good with Dogs,Not Good with Dogs,Needs Experienced Adopter
Fannie May,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/20837188-chicago-illinois-cat,Domestic Shorthair,Tiger Striped,,short,Friends of Chicago Animal Care & Control,"Chicago, IL 60680",Yes,,,Yes,,,,,,,,Yes,,
Queen Elizabeth,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/20837182-chicago-illinois-cat,Domestic Shorthair,Tiger Striped,,short,Friends of Chicago Animal Care & Control,"Chicago, IL 60680",Yes,,,Yes,,,,,,,,Yes,,
Lucybell,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/19957801-chicago-illinois-cat,Domestic Shorthair,All Black,,short,Friends of Chicago Animal Care & Control,"Chicago, IL 60680",Yes,,,Yes,,,,Yes,,Yes,,,,
Precious,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/20014302-chicago-illinois-cat,Calico,Calico or Dilute Calico,,short,Friends of Chicago Animal Care & Control,"Chicago, IL 60680",Yes,,,Yes,,,,Yes,,Yes,,Yes,,
Ebony,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24443828-chicago-illinois-cat,Domestic Shorthair,All Black,,short,Friends of Chicago Animal Care & Control,"Chicago, IL 60680",Yes,,,Yes,,,,Yes,,,,,,
Arya Stark,Female,"
              1 year old, ","Chicago, IL",https://www.adoptapet.com/pet/24511522-chicago-illinois-cat,Domestic Shorthair,Brown Tabby,,short,Friends of Chicago Animal Care & Control,"Chicago, IL 60680",,,,,,,,,,,,,,
Thomas,Male,"
              8 years old, ","Chicago, IL",https://www.adoptapet.com/pet/25483707-chicago-illinois-cat,Domestic Shorthair,Calico or Dilute Calico,,short,Friends of Chicago Animal Care & Control,"Chicago, IL 60680",,Yes,,Yes,Yes,,,Yes,,Yes,,,,
Bob Black,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/17521451-chicago-illinois-cat,Domestic Shorthair,Black (Mostly),,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,,Yes,Yes,,,,Yes,,,,
Baba Rum,Female,"
              4 years old, ","Chicago, IL",https://www.adoptapet.com/pet/24022607-chicago-illinois-cat,Domestic Shorthair,Tortoiseshell,,medium,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",Yes,,,Yes,,,,Yes,,Yes,,Yes,,
Titan,Male,"
              7 months old, ","Chicago, IL",https://www.adoptapet.com/pet/24343634-chicago-illinois-kitten,Domestic Shorthair,All Black,,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,Yes,,,,Yes,,Yes,,,,
Aurora,Female,kitten,"Chicago, IL",https://www.adoptapet.com/pet/24343597-chicago-illinois-kitten,Domestic Shorthair,All Black,,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",Yes,,,Yes,,,,Yes,,Yes,,,,
Snow Kiss,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/24571409-chicago-illinois-cat,Domestic Mediumhair,White (Mostly),,medium,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",Yes,,,Yes,,,,,,Yes,,,,
Calpurrnia,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/24686529-chicago-illinois-cat,Calico,Calico or Dilute Calico,,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",Yes,,,Yes,,,,,,Yes,,,,
Norberto,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24834371-chicago-illinois-cat,Domestic Shorthair,Black & White or Tuxedo,,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,Yes,,,,,,,Yes,,,
Hailey,Female,"
              10 years old, ","Chicago, IL",https://www.adoptapet.com/pet/24872959-chicago-illinois-cat,Domestic Longhair,Gray or Blue,,long,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",Yes,,,Yes,,,,,,,,,,
Libby,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24936091-chicago-illinois-cat,Domestic Longhair,Black & White or Tuxedo,,long,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",Yes,,,Yes,,,,,,Yes,,,,
Moonstruck,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24936492-chicago-illinois-cat,Domestic Shorthair,Black & White or Tuxedo,,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",Yes,,,Yes,,,,,,Yes,,,,
Picasso,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24976918-chicago-illinois-cat,Domestic Shorthair,Black & White or Tuxedo,,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,Yes,,,,Yes,,Yes,,,,
Mr Mittens,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24976943-chicago-illinois-cat,Domestic Shorthair,Black & White or Tuxedo,,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,Yes,,,,,,Yes,,,,
Piper,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25476824-chicago-illinois-cat,Domestic Shorthair,White (Mostly),,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",Yes,,,Yes,,,,Yes,,Yes,,,,
Rubik,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25477076-chicago-illinois-cat,Domestic Shorthair,"Gray, Blue or Silver Tabby",,short,Feline Friends Chicago,"P.O. Box 802260, Chicago, IL 60680",,Yes,,Yes,,,,Yes,,Yes,,,,
Echo,Female,kitten,"LaGrange Park, IL",https://www.adoptapet.com/pet/22735705-lagrange-park-illinois-kitten,Domestic Shorthair,Tortoiseshell,,short,Open Doors Animal Rescue,"PO Box 1053, LaGrange Park, IL 60526",Yes,,,Yes,,,,Yes,,Yes,,Yes,,
Molly,Female,adult,"LaGrange Park, IL",https://www.adoptapet.com/pet/24597432-lagrange-park-illinois-cat,Domestic Shorthair,Tan or Fawn Tabby,,short,Open Doors Animal Rescue,"PO Box 1053, LaGrange Park, IL 60526",Yes,,,Yes,,,,,,Yes,,,,
Arlo & Nate,Male,young,"LaGrange Park, IL",https://www.adoptapet.com/pet/22059513-lagrange-park-illinois-cat,Domestic Shorthair,"Gray, Blue or Silver Tabby",,short,Open Doors Animal Rescue,"PO Box 1053, LaGrange Park, IL 60526",,Yes,,Yes,,,,,,Yes,,,,
Betty,Female,kitten,"LaGrange Park, IL",https://www.adoptapet.com/pet/23332118-lagrange-park-illinois-kitten,Domestic Shorthair,Black & White or Tuxedo,,short,Open Doors Animal Rescue,"PO Box 1053, LaGrange Park, IL 60526",Yes,,,Yes,,,,Yes,,Yes,,,,
Delta,Female,kitten,"LaGrange Park, IL",https://www.adoptapet.com/pet/22735660-lagrange-park-illinois-kitten,Domestic Shorthair,Orange or Red Tabby,,short,Open Doors Animal Rescue,"PO Box 1053, LaGrange Park, IL 60526",Yes,,,Yes,,,,Yes,,Yes,,Yes,,
Blue,Female,kitten,"LaGrange Park, IL",https://www.adoptapet.com/pet/22735590-lagrange-park-illinois-kitten,Domestic Shorthair,Black & White or Tuxedo,,short,Open Doors Animal Rescue,"PO Box 1053, LaGrange Park, IL 60526",Yes,,,Yes,,,,Yes,,Yes,,Yes,,
Vinnie,Male,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/18700120-oak-pak-illinois-cat,Domestic Shorthair,Tan or Fawn,20886459,,Animal Care League,"Oak Pak, IL",,Yes,,,,Yes,,,Yes,,,,,
Stanley,Male,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/23868734-oak-pak-illinois-cat,Domestic Shorthair,Tan or Fawn,40184896,,Animal Care League,"Oak Pak, IL",,Yes,,,,,,,Yes,,,,,
Cian,Male,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/24839583-oak-pak-illinois-cat,Domestic Shorthair,Tan or Fawn,40660577,,Animal Care League,"Oak Pak, IL",,Yes,,,,,,,Yes,,,,,
Paige,Female,young,"Oak Pak, IL",https://www.adoptapet.com/pet/24890501-oak-pak-illinois-cat,Domestic Shorthair,White,19411469,,Animal Care League,"Oak Pak, IL",Yes,,,,,,,,Yes,,,,,
Wyatt,Male,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/24399615-oak-pak-illinois-cat,Domestic Shorthair,All Black,40583287,,Animal Care League,"Oak Pak, IL",,Yes,,,,,,,Yes,,,,,
Bastet,Female,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/24892638-oak-pak-illinois-cat,Domestic Shorthair,Orange or Red,40879991,,Animal Care League,"Oak Pak, IL",Yes,,,,,,,,Yes,,,,,
Cheese,Male,kitten,"Oak Pak, IL",https://www.adoptapet.com/pet/24890120-oak-pak-illinois-kitten,Domestic Shorthair,All Black,40743037,,Animal Care League,"Oak Pak, IL",,Yes,,,,,,,Yes,,,,,
Bettie,Female,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/24828012-oak-pak-illinois-cat,Domestic Shorthair,Brown or Chocolate,41031020,,Animal Care League,"Oak Pak, IL",Yes,,,,,,,,Yes,,,,,
Miss Cookie,Female,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/25511548-oak-pak-illinois-cat,Domestic Shorthair,All Black,41631915,,Animal Care League,"Oak Pak, IL",Yes,,,,,,,,Yes,,,,,
Dusky,Male,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/24986340-oak-pak-illinois-cat,Domestic Shorthair,Brown or Chocolate,41193258,,Animal Care League,"Oak Pak, IL",,Yes,,,,,,,Yes,,,,,
Cubata,Male,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/24986339-oak-pak-illinois-cat,Domestic Shorthair,Brown or Chocolate,41193275,,Animal Care League,"Oak Pak, IL",,Yes,,,,,,,Yes,,,,,
Amunet,Female,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/25291990-oak-pak-illinois-cat,Domestic Shorthair,All Black,40798788,,Animal Care League,"Oak Pak, IL",Yes,,,,,,,,Yes,,,,,
Luna,Female,young,"Oak Park, IL",https://www.adoptapet.com/pet/23942629-oak-park-illinois-cat,Domestic Longhair,All Black,614273,,"Private Owner (Oak Park, IL)","Oak Park, IL",,,,,,,,Yes,Yes,Yes,,Yes,,
Leo,Male,young,"Oak Park, IL",https://www.adoptapet.com/pet/23942625-oak-park-illinois-cat,Domestic Longhair,All Black,614271,,"Private Owner (Oak Park, IL)","Oak Park, IL",,Yes,,,,,,Yes,Yes,,,Yes,,
Kumquat,Female,kitten,"Oak Pak, IL",https://www.adoptapet.com/pet/25516700-oak-pak-illinois-kitten,Domestic Shorthair,Orange or Red,41227772,,Animal Care League,"Oak Pak, IL",Yes,,,,,,,,Yes,,,,,
Protea,Female,kitten,"Oak Pak, IL",https://www.adoptapet.com/pet/25516701-oak-pak-illinois-kitten,Domestic Shorthair,White,41387383,,Animal Care League,"Oak Pak, IL",Yes,,,,,,,,Yes,,,,,
Orion,Male,young,"Oak Pak, IL",https://www.adoptapet.com/pet/25511426-oak-pak-illinois-cat,Domestic Shorthair,White,41871569,,Animal Care League,"Oak Pak, IL",,Yes,,,,,,,Yes,,,,,
Smokey,Male,kitten,"Oak Pak, IL",https://www.adoptapet.com/pet/25511425-oak-pak-illinois-kitten,Domestic Shorthair,Gray or Blue,41739840,,Animal Care League,"Oak Pak, IL",,Yes,,,,,,,Yes,,,,,
Odin,Male,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/25510219-oak-pak-illinois-cat,Domestic Shorthair,Gray or Blue,41631937,,Animal Care League,"Oak Pak, IL",,Yes,,,,,,,Yes,,,,,
Gilderoy,Male,kitten,"Oak Pak, IL",https://www.adoptapet.com/pet/23212342-oak-pak-illinois-kitten,Domestic Shorthair,Gray or Blue,39090668,,Animal Care League,"Oak Pak, IL",,Yes,,,,,,,Yes,,,,,
Porter,Male,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/25289439-oak-pak-illinois-cat,Domestic Shorthair,White,41631842,,Animal Care League,"Oak Pak, IL",,Yes,,,,,,,Yes,,,,,
Padme,Female,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/20530997-oak-pak-illinois-cat,Domestic Shorthair,All Black,37548488,,Animal Care League,"Oak Pak, IL",Yes,,,,,,,,Yes,,,,,
Anoush,Female,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/22140229-oak-pak-illinois-cat,Domestic Shorthair,Brown or Chocolate,38689841,,Animal Care League,"Oak Pak, IL",Yes,,,,,,,,Yes,,,,,
Hamilton,Male,young,"Oak Pak, IL",https://www.adoptapet.com/pet/24122965-oak-pak-illinois-cat,Domestic Shorthair,All Black,40358299,,Animal Care League,"Oak Pak, IL",,Yes,,,,,,,Yes,,,,,
Coulson,Male,young,"Oak Pak, IL",https://www.adoptapet.com/pet/25160771-oak-pak-illinois-cat,Domestic Shorthair,All Black,41159939,,Animal Care League,"Oak Pak, IL",,Yes,,,,,,,,,,,,
Pretzel,Female,kitten,"Oak Pak, IL",https://www.adoptapet.com/pet/24890119-oak-pak-illinois-kitten,Domestic Shorthair,All Black,40738122,,Animal Care League,"Oak Pak, IL",Yes,,,,,,,,Yes,,,,,
Tang,Male,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/24828509-oak-pak-illinois-cat,Domestic Shorthair,Brown or Chocolate,41031032,,Animal Care League,"Oak Pak, IL",,Yes,,,,,,,Yes,,,,,
Judith,Female,young,"Oak Pak, IL",https://www.adoptapet.com/pet/24165339-oak-pak-illinois-cat,Domestic Mediumhair/Domestic Shorthair,All Black,40334045,,Animal Care League,"Oak Pak, IL",Yes,,,,,,,,Yes,,,,,
Mr. Meowgi,Male,young,"Oak Pak, IL",https://www.adoptapet.com/pet/24778330-oak-pak-illinois-cat,Domestic Shorthair,Brown or Chocolate,40530524,,Animal Care League,"Oak Pak, IL",,Yes,,,,,,,Yes,,,,,
Fozzy Bear,Male,young,"Oak Pak, IL",https://www.adoptapet.com/pet/24601193-oak-pak-illinois-cat,Domestic Shorthair,Brown or Chocolate,40443657,,Animal Care League,"Oak Pak, IL",,Yes,,,,,,,Yes,,,,,
Sumatra,Female,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/24975408-oak-pak-illinois-cat,Domestic Shorthair,All Black,41193111,,Animal Care League,"Oak Pak, IL",Yes,,,,,,,,Yes,,,,,
Marley,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/25307384-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,9960606,,The Anti-Cruelty Society - Everyday Adoption Center,"Chicago, IL",,Yes,,,,,,,Yes,,,,,
Ajax,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25274523-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,40577944,,The Anti-Cruelty Society - Everyday Adoption Center,"Chicago, IL",,Yes,,,,,,,,,,,,
Lily,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/23942811-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,40043550,,The Anti-Cruelty Society - Everyday Adoption Center,"Chicago, IL",Yes,,,,,,,,,,,,,
Myles,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/25307385-chicago-illinois-cat,Domestic Longhair/Domestic Shorthair,All Black,9960382,,The Anti-Cruelty Society - Everyday Adoption Center,"Chicago, IL",,Yes,,,,,,,Yes,,,,,
Cat,Male,"
              10 years old, ","Chicago, IL",https://www.adoptapet.com/pet/24568804-chicago-illinois-cat,Domestic Shorthair,Orange or Red Tabby,,short,Kayser Animal Rescue Effort IL,"Chicago, IL 60155",,Yes,,Yes,,,Yes,,,Yes,,Yes,,
Skittles,Male,adult,"Forest Park, IL",https://www.adoptapet.com/pet/24492484-forest-park-illinois-cat,Domestic Mediumhair,Orange or Red Tabby,671150,,"Private Owner (Forest Park, IL)","Forest Park, IL",,Yes,,Yes,,,,Yes,Yes,Yes,,Yes,,
Skittles,Male,adult,"Forest Park, IL",https://www.adoptapet.com/pet/24492515-forest-park-illinois-cat,Domestic Mediumhair,Orange or Red Tabby,671153,,"Private Owner (Forest Park, IL)","Forest Park, IL",,,,Yes,,,,Yes,Yes,Yes,,Yes,,
Addison,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/20570040-chicago-illinois-cat,Domestic Mediumhair,Tan or Fawn,248737,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,Yes,,,,,Yes,,,,Yes
Willow,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/23540956-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,554251,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,Yes,,,,Yes,,Yes,Yes,,
Jasmine,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/21146534-chicago-illinois-cat,Domestic Shorthair,Tan or Fawn Tabby,300634,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,Yes,Yes,Yes,,Yes,,
Zhanzhao,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/23548349-chicago-illinois-cat,American Shorthair,Brown or Chocolate (Mostly),555337,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,Yes,,,,,
Michi,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25466341-chicago-illinois-cat,Domestic Mediumhair,Tiger Striped,914603,,"Private Owner (Chicago, IL)","Chicago, IL",,,,,,,,Yes,Yes,,,Yes,,
Bailey,Male,kitten,"Chicago, IL",https://www.adoptapet.com/pet/25459526-chicago-illinois-kitten,Domestic Shorthair,Tiger Striped,912961,,"Private Owner (Chicago, IL)","Chicago, IL",,,,,,,,,,,,,,
Tommy,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25428442-chicago-illinois-cat,American Shorthair,Black & White or Tuxedo,906168,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,,,,,,
Blaze,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25400821-chicago-illinois-cat,American Shorthair,Orange or Red,900885,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,,,,,,
Pirate kitty,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25358202-chicago-illinois-cat,Domestic Shorthair,Brown Tabby,890861,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,,,,,,,
Benjamin,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25320618-chicago-illinois-cat,Domestic Mediumhair,White (Mostly),882890,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,,Yes,,,,Yes,Yes
Boots,Male,kitten,"Chicago, IL",https://www.adoptapet.com/pet/25310768-chicago-illinois-kitten,Domestic Shorthair,Orange or Red,880044,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,,,,,,
Madison (Maddy),Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24359094-chicago-illinois-cat,Domestic Shorthair,Tortoiseshell,680592,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,,Yes,,,,Yes,
Shady,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25250436-chicago-illinois-cat,American Shorthair,All Black,866939,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,,,,,,
Cosmo,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/23484444-chicago-illinois-cat,Domestic Shorthair,Black & White or Tuxedo,546838,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,Yes,Yes,Yes,,,,
Callie,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/23378854-chicago-illinois-cat,Calico,Calico or Dilute Calico,532280,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,,Yes,,,,,
Storm,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/23109646-chicago-illinois-cat,American Shorthair,Black (Mostly),491475,,"Private Owner (Chicago, IL)","Chicago, IL",,,,,,,,Yes,Yes,,Yes,Yes,,
Sasha,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/23230669-chicago-illinois-cat,American Shorthair,Orange or Red,507451,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,Yes,Yes,,,Yes,,Yes
Preston,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/22982284-chicago-illinois-cat,Domestic Shorthair,Tiger Striped,477089,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,Yes,,Yes,Yes,,Yes,,
Pierre,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/22954261-chicago-illinois-cat,Domestic Shorthair,All Black,473330,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,,Yes
China,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/23045308-chicago-illinois-cat,Calico,Calico or Dilute Calico,483787,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,Yes,,Yes,,Yes,,,
Milky,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/22938557-chicago-illinois-cat,Persian,"Gray, Blue or Silver Tabby",471794,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,Yes,,Yes,,,Yes,,Yes
Muffin,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/22485292-chicago-illinois-cat,Domestic Mediumhair,Brown or Chocolate (Mostly),425465,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,Yes,Yes,,Yes,,,
Fiona,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25242611-chicago-illinois-cat,Domestic Shorthair,Gray or Blue (Mostly),865076,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,Yes,Yes,,Yes,,Yes,
Frieda,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25173316-chicago-illinois-cat,Calico,Tortoiseshell,849502,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,,,,,,,
Louie,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25140179-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,842918,,"Private Owner (Chicago, IL)","Chicago, IL",,,,,,,,,,,,,,
Ernie,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25140177-chicago-illinois-cat,Domestic Mediumhair,Tan or Fawn (Mostly),842917,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,,,,,,,
Sox,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25131722-chicago-illinois-cat,Domestic Shorthair,Brown Tabby,840138,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,,,,,,
Pebbles,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25080107-chicago-illinois-cat,Domestic Mediumhair,Gray or Blue,826090,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,,,,,,,
Kramer,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25072945-chicago-illinois-cat,Domestic Shorthair,Orange or Red (Mostly),824520,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,,,,,,
Sacks,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24703393-chicago-illinois-cat,American Shorthair,Black & White or Tuxedo,748030,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,,Yes,,,Yes,,
Tommy,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25004596-chicago-illinois-cat,Domestic Shorthair,Black & White or Tuxedo,810115,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,,,,,,
Ginny,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24605088-chicago-illinois-cat,Domestic Shorthair,Black & White or Tuxedo,728960,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,Yes,,Yes,,,,Yes,
Leah,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/24585926-chicago-illinois-cat,Domestic Shorthair,All Black,724764,,"Private Owner (Chicago, IL)","Chicago, IL",,,,,,,,Yes,Yes,,,,,
Wrigley,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/24585762-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,724742,,"Private Owner (Chicago, IL)","Chicago, IL",,,,,,,,Yes,Yes,Yes,,,Yes,
Bebo,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/24516420-chicago-illinois-cat,American Shorthair,"Gray, Blue or Silver Tabby",708170,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,,Yes,Yes,,,Yes,
Delilah,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24520008-chicago-illinois-cat,Domestic Mediumhair,Tortoiseshell,708875,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,Yes,Yes,,Yes,,Yes,Yes
Milo,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/24516437-chicago-illinois-cat,American Shorthair,"Gray, Blue or Silver Tabby",708185,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,,Yes,Yes,,,Yes,
Bené,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24459188-chicago-illinois-cat,American Shorthair,Brown Tabby,697094,,"Private Owner (Chicago, IL)","Chicago, IL",,,,Yes,,,,Yes,Yes,Yes,,Yes,,
Koga,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24458565-chicago-illinois-cat,American Shorthair,Brown Tabby,697092,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,Yes,Yes,Yes,,Yes,,
Ricky,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24429547-chicago-illinois-cat,Domestic Shorthair,Cream or Ivory,693405,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,Yes,Yes,Yes,,,Yes,
Tiger Lilly,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24245677-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,663393,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,Yes,Yes,Yes,,,,Yes
Lion,Female,"
              2 years old, ","Chicago, IL",https://www.adoptapet.com/pet/24240680-chicago-illinois-cat,American Shorthair,Brown Tabby,662411,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,,,Yes,,,,
Tama,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/24104006-chicago-illinois-cat,Exotic,Black & White or Tuxedo,637223,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,Yes,,Yes,,Yes,,Yes,Yes
Usagi-San,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/20993233-chicago-illinois-cat,Exotic,Black & White or Tuxedo,291004,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,Yes,,Yes,,Yes,,Yes,
Maximus & Diesel,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24038722-chicago-illinois-cat,Domestic Mediumhair,Brown Tabby,627452,,"Private Owner (Chicago, IL)","Chicago, IL",,,,Yes,,,,Yes,Yes,Yes,,,Yes,
Maximus & Diesel,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24038702-chicago-illinois-cat,Domestic Shorthair,Tan or Fawn (Mostly),627449,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,Yes,Yes,Yes,,,Yes,
Kitty,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/23961032-chicago-illinois-cat,American Wirehair,Gray or Blue (Mostly),615449,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,Yes,,Yes,,Yes,,Yes,Yes
